tenure_months,monthly_charge,total_charges,support_tickets,late_payments,avg_monthly_usage_gb,contract_type,payment_method,internet_service,has_streaming,has_security_pack,num_products,region,customer_age,is_promo
55,67.35,3704.25,2,2,86.92,mensual,efectivo,cable,0,1,1,oeste,41,0
31,70.2,2176.2,2,7,175.3,bianual,efectivo,cable,1,0,2,norte,64,0
14,58.28,815.92,0,0,119.08,bianual,credito,cable,0,0,4,sur,35,1
3,80.16,240.48,1,2,89.89,mensual,efectivo,movil,1,1,2,oeste,63,1
15,56.35,845.25,0,3,122.58,anual,credito,fibra,1,1,1,centro,23,1
22,110.92,2440.24,2,2,73.0,mensual,debito,movil,1,1,3,oeste,39,0
5,83.09,415.45,3,1,140.6,mensual,debito,fibra,0,1,4,oeste,41,0
20,55.76,1115.2,3,2,161.32,anual,debito,cable,1,1,1,norte,57,0
8,97.63,781.04,2,1,114.65,mensual,transferencia,movil,1,1,3,oeste,58,1
17,84.42,1435.14,1,1,149.76,mensual,credito,fibra,1,1,3,centro,78,0
34,130.89,4450.26,2,3,192.95,anual,efectivo,movil,1,1,3,centro,62,1
32,68.2,2182.4,0,3,178.6,anual,transferencia,ninguno,1,0,4,oeste,21,1
9,60.98,548.82,0,1,119.99,anual,credito,fibra,1,0,3,sur,56,1
16,88.96,1423.36,1,1,124.42,anual,efectivo,ninguno,1,0,2,centro,30,0
24,88.58,2125.92,1,0,40.73,mensual,debito,fibra,1,0,1,centro,20,0
6,80.18,481.08,0,3,82.09,anual,efectivo,cable,1,0,4,sur,51,0
36,76.28,2746.08,0,2,82.71,bianual,credito,fibra,0,0,2,centro,57,0
9,53.55,481.95,3,2,206.66,anual,debito,cable,1,1,4,sur,70,0
46,87.11,4007.06,2,1,133.79,mensual,debito,fibra,0,0,1,centro,76,1
22,63.93,1406.46,0,1,84.23,mensual,efectivo,fibra,1,0,4,sur,42,1
48,81.36,3905.28,3,1,117.61,anual,credito,cable,0,0,1,sur,46,0
51,86.41,4406.91,2,0,140.87,anual,transferencia,fibra,1,1,1,centro,40,0
38,24.93,947.34,2,2,159.66,anual,credito,cable,0,1,1,norte,26,1
25,112.11,2802.75,1,0,53.35,anual,efectivo,cable,1,0,2,norte,25,0
46,81.82,3763.72,3,1,247.18,mensual,transferencia,cable,0,1,2,oeste,59,0
12,60.43,725.16,0,3,119.99,anual,credito,fibra,1,0,3,sur,56,1
8,71.09,568.72,2,1,45.01,anual,efectivo,movil,1,1,4,norte,54,1
43,60.19,2588.17,3,1,62.08,mensual,credito,fibra,1,1,4,norte,41,0
28,99.21,2777.88,1,0,156.55,mensual,transferencia,fibra,1,1,3,centro,23,1
6,87.06,522.36,1,1,102.71,mensual,credito,fibra,1,0,2,centro,77,1
23,83.34,1916.82,0,0,73.66,mensual,credito,fibra,0,0,4,centro,32,1
9,18.97,170.73,5,3,152.0,anual,debito,fibra,1,0,1,oeste,38,0
48,59.31,2846.88,2,1,164.57,mensual,credito,ninguno,1,1,2,centro,66,0
37,71.76,2655.12,1,1,92.24,mensual,efectivo,movil,1,0,1,centro,35,0
11,80.51,885.61,0,0,81.01,anual,debito,fibra,0,0,2,norte,42,0
59,99.6,5876.4,2,1,161.44,anual,debito,fibra,0,0,1,oeste,49,1
39,69.15,2696.85,0,0,139.69,anual,transferencia,fibra,1,0,1,norte,27,0
30,63.08,1892.4,1,1,42.64,mensual,debito,cable,0,1,3,sur,54,0
35,29.03,1016.05,1,3,124.95,anual,debito,fibra,1,0,1,norte,73,1
2,60.57,121.14,1,0,103.45,anual,credito,fibra,1,1,4,oeste,44,0
27,108.22,2921.94,0,1,125.3,bianual,debito,movil,1,1,1,centro,19,1
20,97.0,1940.0,3,2,57.13,mensual,credito,movil,1,1,3,sur,66,0
6,108.38,650.28,0,2,52.09,bianual,debito,fibra,0,1,1,norte,63,1
35,71.33,2496.55,3,3,111.26,bianual,transferencia,fibra,0,0,3,oeste,19,0
36,33.25,1197.0,2,3,108.07,mensual,credito,ninguno,0,1,3,oeste,19,1
45,109.85,4943.25,2,2,121.73,mensual,transferencia,fibra,1,1,3,centro,61,0
22,87.29,1920.38,4,0,59.7,mensual,efectivo,cable,0,0,2,oeste,31,1
39,64.66,2521.74,0,0,172.71,mensual,transferencia,fibra,0,0,1,centro,52,0
14,77.73,1088.22,3,4,66.99,anual,debito,ninguno,1,1,1,norte,25,1
52,60.98,3170.96,2,1,124.02,mensual,debito,fibra,1,1,3,centro,78,1
18,54.9,988.2,0,1,155.71,mensual,credito,fibra,1,0,4,oeste,27,1
12,52.89,634.68,3,2,164.17,mensual,credito,cable,1,1,1,centro,74,1
61,57.64,3516.04,1,2,110.44,mensual,efectivo,movil,0,0,2,sur,69,1
28,66.47,1861.16,1,0,124.11,bianual,credito,fibra,1,0,3,centro,61,1
10,93.22,932.2,0,1,178.29,mensual,credito,movil,0,0,4,sur,51,0
47,85.31,4009.57,2,0,95.56,bianual,transferencia,fibra,0,0,4,norte,25,0
19,61.42,1166.98,1,1,44.18,mensual,debito,movil,0,1,3,oeste,40,0
8,85.47,683.76,1,2,84.64,mensual,debito,fibra,0,0,4,sur,68,1
36,67.29,2422.44,3,2,157.86,mensual,efectivo,fibra,0,0,4,oeste,53,0
45,81.86,3683.7,3,1,93.71,anual,debito,fibra,1,1,2,oeste,64,0
21,46.38,973.98,2,4,44.43,mensual,credito,fibra,1,0,2,centro,61,0
49,105.02,5145.98,4,3,158.06,anual,efectivo,fibra,1,1,1,centro,24,1
10,64.49,644.9,5,1,210.66,anual,credito,fibra,1,1,4,oeste,74,0
39,119.61,4664.79,2,3,217.73,anual,transferencia,ninguno,1,1,1,centro,56,1
15,115.24,1728.6,2,0,218.97,anual,credito,fibra,1,0,2,centro,65,0
45,77.91,3505.95,6,0,114.83,anual,efectivo,fibra,1,0,4,sur,41,0
7,62.84,439.88,1,2,140.53,mensual,debito,fibra,1,1,2,norte,78,1
10,94.45,944.5,0,0,102.03,mensual,credito,movil,1,1,4,centro,59,1
42,59.09,2481.78,0,1,140.28,mensual,transferencia,fibra,1,0,1,norte,26,0
33,87.25,2879.25,1,0,70.28,anual,credito,movil,0,0,1,norte,28,1
8,60.26,482.08,2,3,127.13,mensual,transferencia,cable,0,0,4,norte,64,0
25,76.26,1906.5,2,1,89.43,anual,efectivo,fibra,0,1,2,centro,78,0
23,86.05,1979.15,1,2,60.64,mensual,credito,fibra,1,1,1,norte,36,1
13,52.54,683.02,3,2,98.39,mensual,transferencia,ninguno,0,1,4,sur,41,0
41,101.35,4155.35,2,3,79.51,mensual,credito,ninguno,1,1,1,centro,65,0
40,75.14,3005.6,3,1,111.26,bianual,transferencia,fibra,0,0,3,oeste,19,0
9,71.4,642.6,0,3,164.8,mensual,credito,fibra,1,1,1,norte,57,0
25,99.55,2488.75,1,3,25.39,mensual,debito,cable,1,1,2,sur,76,0
57,74.26,4232.82,1,3,147.22,anual,credito,movil,0,0,3,centro,75,0
1,84.02,84.02,1,0,55.7,mensual,debito,fibra,0,1,4,centro,78,0
35,72.47,2536.45,0,1,161.6,anual,credito,movil,0,1,3,oeste,61,0
31,57.34,1777.54,2,0,139.82,mensual,credito,fibra,1,0,3,sur,35,0
24,81.2,1948.8,1,0,197.72,anual,transferencia,fibra,1,1,1,sur,59,0
1,100.96,100.96,5,0,145.94,anual,transferencia,cable,1,1,2,sur,68,0
17,59.38,1009.46,1,1,85.21,anual,debito,fibra,1,0,1,oeste,55,1
17,97.62,1659.54,2,2,118.15,mensual,credito,fibra,0,0,3,norte,28,1
18,125.71,2262.78,1,1,188.82,bianual,credito,fibra,1,1,4,norte,76,1
36,76.78,2764.08,3,1,132.47,anual,credito,cable,0,0,3,centro,35,0
9,77.06,693.54,3,0,105.47,mensual,credito,fibra,1,0,1,centro,25,0
2,75.01,150.02,0,0,120.32,mensual,debito,fibra,1,1,4,norte,27,1
9,118.42,1065.78,2,2,96.1,mensual,debito,movil,0,0,3,norte,68,0
2,113.31,226.62,3,2,104.78,anual,efectivo,fibra,0,1,2,centro,67,1
36,40.85,1470.6,1,2,201.81,mensual,debito,fibra,0,1,1,sur,46,1
10,99.09,990.9,2,1,149.05,bianual,transferencia,cable,0,0,1,norte,24,1
22,79.17,1741.74,3,3,151.29,bianual,debito,movil,0,1,4,norte,20,1
15,85.96,1289.4,2,1,199.46,bianual,transferencia,fibra,1,1,4,centro,54,1
32,78.83,2522.56,3,1,97.72,mensual,debito,movil,1,1,4,centro,63,0
1,93.22,93.22,0,2,196.38,mensual,credito,fibra,1,1,1,centro,65,0
37,92.94,3438.78,1,3,25.1,anual,transferencia,movil,1,0,4,sur,66,1
22,50.02,1100.44,3,0,128.24,anual,debito,fibra,0,0,4,sur,77,0
56,35.9,2010.4,2,2,53.36,anual,credito,fibra,0,0,4,oeste,28,1
5,82.74,413.7,1,1,11.4,anual,credito,cable,1,0,4,centro,21,0
11,107.79,1185.69,1,4,132.62,mensual,efectivo,fibra,1,1,1,norte,55,0
19,62.64,1190.16,3,0,127.28,bianual,transferencia,fibra,0,1,4,centro,34,0
25,91.78,2294.5,1,0,175.31,mensual,debito,fibra,1,0,4,sur,59,0
7,110.19,771.33,3,2,177.0,mensual,debito,fibra,0,0,1,oeste,66,0
32,79.05,2529.6,3,1,116.5,anual,transferencia,fibra,0,1,4,sur,45,1
1,102.02,102.02,1,0,249.35,bianual,credito,ninguno,0,1,3,sur,78,0
24,69.68,1672.32,2,3,80.37,mensual,transferencia,movil,0,0,2,oeste,46,1
8,100.94,807.52,0,1,160.55,mensual,credito,fibra,0,1,2,centro,66,0
10,47.66,476.6,1,0,137.79,anual,efectivo,cable,1,1,4,norte,50,0
10,72.2,722.0,1,3,126.78,mensual,debito,fibra,1,1,1,centro,74,0
27,88.13,2379.51,4,0,93.69,anual,transferencia,fibra,1,0,4,sur,55,1
15,74.22,1113.3,1,3,118.59,bianual,debito,fibra,0,0,3,sur,22,0
38,70.36,2673.68,1,1,128.33,anual,debito,movil,1,0,3,norte,43,0
34,84.97,2888.98,3,1,130.84,mensual,debito,movil,1,1,1,oeste,18,1
22,50.66,1114.52,0,0,131.62,bianual,credito,ninguno,1,0,2,centro,21,0
47,84.36,3964.92,1,0,122.45,mensual,debito,fibra,1,1,2,norte,24,1
2,114.75,229.5,2,0,133.1,bianual,debito,cable,0,0,4,oeste,32,0
15,57.9,868.5,3,0,121.14,anual,credito,fibra,0,1,1,sur,26,0
35,83.54,2923.9,3,3,95.83,anual,credito,cable,1,1,4,oeste,44,0
4,45.34,181.36,1,0,129.42,mensual,transferencia,fibra,0,0,2,centro,46,1
46,53.42,2457.32,0,0,177.46,mensual,credito,fibra,1,1,4,oeste,44,1
22,106.62,2345.64,1,0,104.54,mensual,debito,cable,1,1,4,centro,70,0
17,69.77,1186.09,0,0,49.15,anual,transferencia,fibra,0,1,4,norte,28,0
38,27.56,1047.28,0,2,74.15,mensual,credito,fibra,1,1,1,norte,77,0
39,89.14,3476.46,1,0,215.05,bianual,debito,movil,0,0,4,norte,46,0
48,50.73,2435.04,0,2,111.17,mensual,debito,movil,1,1,3,centro,24,0
34,96.32,3274.88,0,1,164.09,mensual,credito,fibra,1,1,3,centro,75,0
17,78.5,1334.5,1,4,225.99,mensual,transferencia,fibra,1,0,2,norte,77,0
13,105.28,1368.64,0,3,225.15,mensual,debito,fibra,0,1,2,norte,44,0
9,79.28,713.52,3,1,85.26,mensual,debito,fibra,0,0,1,sur,39,1
34,72.01,2448.34,4,1,96.78,anual,debito,movil,1,1,1,sur,50,0
39,106.21,4142.19,1,0,144.33,anual,debito,ninguno,1,0,4,sur,21,1
29,69.75,2022.75,1,0,167.43,mensual,credito,fibra,1,1,2,norte,77,1
36,108.59,3909.24,1,1,179.57,anual,transferencia,cable,0,1,4,oeste,64,0
51,111.38,5680.38,3,2,181.89,mensual,debito,fibra,1,1,2,oeste,69,1
36,66.2,2383.2,0,0,81.4,anual,efectivo,fibra,0,1,1,sur,37,0
15,76.15,1142.25,2,2,148.11,anual,credito,fibra,1,1,4,norte,61,1
9,62.88,565.92,2,2,159.21,mensual,credito,fibra,1,0,4,norte,29,1
21,94.95,1993.95,1,4,178.2,bianual,debito,cable,1,0,4,centro,37,1
51,60.12,3066.12,3,1,126.55,mensual,credito,movil,1,0,2,sur,54,0
6,91.54,549.24,2,2,41.21,mensual,debito,fibra,0,0,4,sur,55,0
24,55.04,1320.96,2,1,56.79,bianual,transferencia,fibra,0,1,2,centro,59,0
52,71.83,3735.16,1,1,84.9,anual,debito,fibra,0,0,3,norte,62,0
23,93.47,2149.81,1,2,111.9,anual,transferencia,ninguno,1,1,3,oeste,58,1
24,93.28,2238.72,2,0,188.27,bianual,credito,fibra,1,1,3,norte,74,1
50,58.92,2946.0,3,2,53.81,anual,credito,movil,1,1,2,sur,33,0
12,63.53,762.36,1,1,107.16,anual,transferencia,fibra,1,1,4,sur,46,0
34,77.04,2619.36,2,1,11.07,anual,transferencia,ninguno,1,1,1,centro,61,0
1,66.34,66.34,3,2,25.6,mensual,debito,movil,1,1,1,oeste,45,0
43,86.09,3701.87,1,0,148.28,mensual,credito,fibra,0,1,3,centro,57,1
12,92.44,1109.28,1,0,154.56,mensual,transferencia,fibra,1,0,1,centro,66,1
18,76.48,1376.64,0,2,137.29,mensual,debito,fibra,1,1,4,centro,21,0
24,17.28,414.72,2,0,85.18,mensual,transferencia,fibra,1,1,3,norte,61,0
30,83.57,2507.1,0,1,193.42,bianual,transferencia,fibra,1,1,3,oeste,74,1
3,90.35,271.05,4,1,111.6,mensual,debito,cable,0,0,1,oeste,46,1
3,80.23,240.69,2,1,127.82,mensual,transferencia,fibra,0,0,2,norte,55,0
4,63.3,253.2,1,1,196.51,anual,efectivo,ninguno,0,1,4,oeste,72,1
16,67.33,1077.28,2,1,205.26,bianual,debito,cable,1,0,2,norte,72,0
42,71.93,3021.06,0,2,94.71,mensual,credito,fibra,0,1,2,centro,35,0
45,83.71,3766.95,2,2,216.39,mensual,credito,fibra,0,0,3,oeste,67,0
1,95.96,95.96,2,0,101.72,bianual,credito,fibra,0,0,3,sur,55,1
39,92.07,3590.73,0,0,141.06,mensual,efectivo,movil,1,1,3,norte,19,1
30,86.4,2592.0,0,4,137.23,anual,credito,cable,1,0,4,centro,57,1
31,76.69,2377.39,2,1,136.06,mensual,credito,fibra,1,0,1,centro,69,1
23,80.46,1850.58,1,1,67.63,mensual,efectivo,fibra,1,1,4,centro,33,1
21,85.95,1804.95,1,3,159.23,mensual,efectivo,fibra,1,1,3,oeste,24,0
16,64.36,1029.76,1,2,156.35,mensual,debito,fibra,1,1,2,norte,69,1
5,118.5,592.5,2,0,132.02,anual,debito,fibra,1,0,3,oeste,35,0
21,88.82,1865.22,2,1,133.71,mensual,credito,fibra,1,0,1,sur,21,1
11,67.31,740.41,2,0,59.39,mensual,efectivo,movil,1,0,4,norte,78,0
18,99.65,1793.7,3,0,78.95,anual,transferencia,fibra,0,1,4,centro,47,0
53,92.67,4911.51,1,1,92.91,mensual,debito,fibra,1,1,3,norte,33,1
39,42.76,1667.64,0,0,135.89,anual,credito,fibra,0,1,1,centro,71,0
38,76.88,2921.44,2,1,42.95,bianual,credito,movil,1,1,1,centro,39,0
19,79.37,1508.03,4,2,26.88,bianual,credito,ninguno,1,1,3,norte,65,0
17,88.75,1508.75,1,2,136.18,anual,transferencia,movil,0,1,4,oeste,50,0
35,95.69,3349.15,2,1,153.68,anual,credito,movil,1,0,4,sur,67,0
1,75.52,75.52,3,3,142.37,mensual,credito,fibra,0,0,2,centro,39,0
11,77.17,848.87,1,2,64.01,mensual,credito,fibra,1,1,1,centro,57,0
18,97.32,1751.76,0,2,171.17,mensual,credito,fibra,1,0,1,oeste,57,0
30,60.77,1823.1,0,2,134.56,anual,credito,fibra,0,1,4,centro,57,1
28,120.3,3368.4,1,2,129.45,mensual,efectivo,cable,0,1,2,norte,24,0
31,86.95,2695.45,1,1,113.79,anual,transferencia,fibra,1,0,1,centro,28,1
44,100.98,4443.12,2,1,124.15,mensual,credito,cable,1,1,3,oeste,70,0
36,70.82,2549.52,1,0,166.27,anual,transferencia,fibra,1,1,1,norte,72,0
36,84.14,3029.04,1,0,148.28,mensual,credito,fibra,0,1,3,centro,57,1
24,105.7,2536.8,1,0,122.94,mensual,transferencia,fibra,1,0,3,sur,21,0
42,93.94,3945.48,3,0,84.02,mensual,transferencia,movil,0,1,4,centro,66,1
18,75.65,1361.7,3,0,160.3,anual,credito,movil,1,1,3,centro,59,1
16,73.34,1173.44,1,1,89.35,anual,efectivo,ninguno,1,0,3,sur,59,0
39,71.55,2790.45,0,1,161.6,anual,credito,movil,0,1,3,oeste,61,0
38,106.98,4065.24,2,2,103.12,bianual,debito,fibra,1,0,4,oeste,59,1
46,124.7,5736.2,2,1,5.0,bianual,transferencia,fibra,0,1,1,centro,52,1
1,85.89,85.89,3,1,46.91,mensual,transferencia,fibra,1,1,3,oeste,63,0
8,97.39,779.12,1,2,192.16,mensual,transferencia,movil,1,1,3,centro,28,1
27,98.63,2663.01,2,2,203.71,mensual,transferencia,cable,0,0,4,sur,27,1
12,44.69,536.28,3,1,83.64,bianual,debito,cable,1,1,4,sur,24,0
5,98.75,493.75,3,0,187.62,mensual,transferencia,movil,0,0,3,centro,51,1
30,111.16,3334.8,1,3,143.85,mensual,debito,movil,0,1,3,norte,60,1
6,64.15,384.9,3,0,117.95,anual,debito,fibra,1,1,4,sur,28,0
20,60.78,1215.6,1,3,156.35,mensual,debito,fibra,1,1,2,norte,69,1
6,57.91,347.46,2,0,102.33,anual,efectivo,movil,1,0,3,oeste,78,1
38,100.72,3827.36,0,1,147.73,mensual,debito,movil,1,0,1,oeste,31,0
7,79.88,559.16,3,1,85.26,mensual,debito,fibra,0,0,1,sur,39,1
17,63.18,1074.06,0,1,207.32,mensual,transferencia,movil,1,1,4,oeste,40,0
40,80.47,3218.8,2,1,118.32,bianual,transferencia,fibra,1,0,2,centro,29,0
31,88.02,2728.62,2,4,195.54,mensual,debito,fibra,1,0,1,norte,31,0
38,92.58,3518.04,1,1,77.71,mensual,transferencia,fibra,0,1,4,norte,66,0
2,113.63,227.26,1,2,77.01,mensual,debito,fibra,0,0,2,norte,36,1
49,98.6,4831.4,1,1,88.12,anual,transferencia,cable,0,1,1,sur,25,1
30,94.93,2847.9,1,0,115.0,bianual,credito,cable,0,0,1,centro,25,1
15,64.63,969.45,1,1,160.72,anual,credito,fibra,1,0,4,norte,54,1
54,85.66,4625.64,2,1,89.47,mensual,credito,fibra,1,1,4,centro,60,0
57,70.4,4012.8,1,1,60.75,anual,credito,fibra,0,0,3,sur,75,0
8,81.86,654.88,1,4,47.32,mensual,transferencia,fibra,0,0,2,centro,55,0
4,82.99,331.96,0,4,34.19,anual,transferencia,cable,1,1,3,oeste,26,1
23,86.96,2000.08,1,5,39.49,bianual,transferencia,movil,1,0,2,centro,67,0
39,52.99,2066.61,2,2,117.44,mensual,debito,movil,1,0,1,norte,18,1
46,61.95,2849.7,2,1,136.85,mensual,efectivo,fibra,1,0,2,centro,27,1
32,94.8,3033.6,0,3,205.66,mensual,debito,movil,1,1,4,sur,77,0
10,65.84,658.4,1,1,39.11,bianual,credito,fibra,1,1,4,norte,47,1
35,79.91,2796.85,2,3,59.76,anual,credito,ninguno,0,1,2,oeste,44,0
31,77.74,2409.94,3,1,106.83,mensual,credito,movil,1,1,3,norte,21,1
22,67.18,1477.96,3,1,176.38,anual,efectivo,movil,1,0,2,oeste,44,0
45,66.31,2983.95,2,0,48.68,mensual,credito,fibra,1,0,3,oeste,53,1
42,64.54,2710.68,1,2,87.79,mensual,efectivo,fibra,1,0,4,oeste,74,0
13,83.61,1086.93,2,1,160.73,mensual,debito,fibra,1,0,1,centro,30,0
20,45.74,914.8,0,2,117.73,bianual,debito,fibra,1,1,2,oeste,22,0
3,63.46,190.38,3,0,130.98,mensual,debito,fibra,0,1,1,sur,57,0
41,51.96,2130.36,0,2,111.17,mensual,debito,movil,1,1,3,centro,24,0
47,67.25,3160.75,1,2,130.85,anual,efectivo,movil,1,0,2,norte,43,1
45,111.88,5034.6,0,2,171.11,mensual,transferencia,fibra,1,0,3,norte,59,0
59,50.3,2967.7,3,1,125.42,bianual,debito,fibra,1,1,4,sur,19,0
10,96.88,968.8,0,1,135.49,mensual,transferencia,fibra,0,0,2,oeste,75,1
43,91.97,3954.71,2,0,78.43,mensual,credito,fibra,1,1,1,centro,76,0
21,95.63,2008.23,2,1,96.23,bianual,credito,fibra,1,1,1,centro,41,0
43,79.15,3403.45,1,2,151.16,mensual,debito,fibra,0,1,1,oeste,24,1
4,71.6,286.4,0,3,45.78,anual,debito,cable,0,1,4,norte,78,0
26,72.24,1878.24,1,2,150.4,anual,credito,movil,1,1,4,sur,48,0
5,44.91,224.55,1,0,129.42,mensual,transferencia,fibra,0,0,2,centro,46,1
11,106.68,1173.48,1,0,132.62,mensual,efectivo,fibra,1,1,1,norte,55,0
33,99.72,3290.76,3,4,147.46,mensual,credito,cable,0,0,4,centro,18,0
11,77.15,848.65,0,2,170.12,mensual,transferencia,cable,1,0,2,norte,61,0
9,115.12,1036.08,4,1,181.37,mensual,debito,fibra,1,1,2,oeste,21,1
4,98.23,392.92,1,6,136.5,bianual,transferencia,fibra,1,1,1,centro,55,1
15,69.73,1045.95,2,2,124.56,mensual,credito,ninguno,1,1,4,sur,23,0
36,40.52,1458.72,2,2,123.61,anual,transferencia,fibra,1,1,3,sur,24,1
15,101.42,1521.3,1,0,64.22,bianual,efectivo,fibra,1,1,4,centro,41,0
11,82.24,904.64,1,0,150.01,mensual,transferencia,fibra,0,1,4,norte,40,1
13,89.69,1165.97,2,3,132.05,mensual,efectivo,movil,1,1,1,centro,39,0
20,69.07,1381.4,1,2,178.79,mensual,debito,fibra,1,0,3,centro,29,1
23,63.25,1454.75,1,0,73.91,mensual,transferencia,fibra,1,1,1,norte,47,0
15,65.1,976.5,2,3,127.41,bianual,credito,fibra,0,1,3,norte,24,0
20,61.58,1231.6,2,4,157.39,mensual,credito,fibra,1,0,1,centro,68,0
24,40.14,963.36,1,1,17.15,mensual,transferencia,cable,1,1,4,norte,63,0
14,72.19,1010.66,3,2,165.17,mensual,debito,fibra,0,0,2,norte,64,1
22,63.18,1389.96,3,2,136.88,anual,debito,fibra,1,1,3,centro,32,1
6,71.75,430.5,2,3,135.89,mensual,debito,cable,1,1,3,norte,68,1
44,52.12,2293.28,1,1,84.43,mensual,credito,fibra,1,1,2,norte,19,0
40,98.95,3958.0,4,1,135.23,mensual,credito,fibra,1,0,1,centro,64,0
13,87.13,1132.69,1,2,107.07,mensual,efectivo,fibra,1,0,4,oeste,24,0
50,87.9,4395.0,2,4,92.82,mensual,credito,fibra,0,1,3,oeste,34,1
6,49.79,298.74,1,2,63.66,mensual,efectivo,cable,0,1,2,norte,36,0
19,53.96,1025.24,1,2,94.95,mensual,efectivo,fibra,0,1,3,centro,37,0
19,108.6,2063.4,2,2,197.5,anual,efectivo,fibra,0,1,2,oeste,59,0
3,65.89,197.67,0,3,69.93,mensual,transferencia,fibra,1,1,2,sur,56,0
26,90.17,2344.42,2,4,9.11,mensual,debito,fibra,1,1,4,norte,78,1
29,76.7,2224.3,2,1,141.4,mensual,transferencia,movil,1,1,4,norte,62,0
8,44.85,358.8,2,1,48.01,anual,credito,fibra,1,0,3,oeste,74,0
12,47.9,574.8,3,0,124.84,mensual,debito,ninguno,1,1,2,norte,68,1
27,88.07,2377.89,3,1,144.08,anual,transferencia,movil,1,0,2,norte,45,0
1,64.23,64.23,6,0,127.16,anual,transferencia,fibra,1,1,1,oeste,41,0
32,86.39,2764.48,0,0,102.65,bianual,credito,ninguno,1,0,3,centro,32,1
19,99.19,1884.61,1,3,39.8,mensual,debito,fibra,1,0,1,oeste,33,1
44,73.49,3233.56,0,1,104.86,anual,debito,fibra,1,0,3,oeste,66,0
45,75.38,3392.1,2,1,91.92,mensual,debito,fibra,1,0,1,centro,25,0
32,63.43,2029.76,3,1,12.21,anual,transferencia,fibra,1,0,2,centro,64,0
6,77.27,463.62,1,1,66.08,anual,efectivo,ninguno,0,1,4,norte,36,1
14,78.24,1095.36,0,2,160.74,bianual,debito,cable,0,1,4,sur,25,0
24,88.26,2118.24,1,1,141.28,bianual,debito,fibra,0,0,1,centro,55,1
37,34.77,1286.49,0,2,54.27,bianual,credito,fibra,0,1,2,centro,76,1
29,41.8,1212.2,2,2,82.71,mensual,transferencia,fibra,0,0,1,norte,57,0
21,104.87,2202.27,3,5,204.94,bianual,credito,movil,1,1,3,norte,47,0
9,92.68,834.12,1,1,172.89,mensual,credito,fibra,1,1,2,centro,31,1
48,85.45,4101.6,2,1,163.45,mensual,efectivo,fibra,0,0,4,sur,51,0
47,63.91,3003.77,1,5,102.52,anual,credito,fibra,1,1,3,centro,62,1
28,79.79,2234.12,5,1,89.96,anual,transferencia,fibra,1,1,2,centro,47,0
38,88.18,3350.84,4,1,102.13,bianual,transferencia,fibra,0,1,4,oeste,22,1
4,64.71,258.84,1,4,196.51,anual,efectivo,ninguno,0,1,4,oeste,72,1
26,65.4,1700.4,2,2,178.56,mensual,debito,fibra,1,1,2,norte,48,1
18,44.26,796.68,1,1,118.17,mensual,efectivo,fibra,0,0,2,sur,74,0
39,45.39,1770.21,1,2,147.69,anual,transferencia,fibra,0,0,1,norte,34,0
29,83.96,2434.84,4,1,115.44,mensual,debito,cable,1,0,3,norte,26,0
1,69.98,69.98,2,1,216.1,mensual,transferencia,movil,1,1,3,centro,23,1
37,81.6,3019.2,1,1,80.81,mensual,credito,fibra,1,1,4,centro,28,0
17,92.35,1569.95,1,0,176.34,anual,credito,movil,1,0,4,oeste,31,1
39,65.56,2556.84,2,2,172.91,anual,transferencia,fibra,1,1,3,sur,25,0
40,42.04,1681.6,3,0,87.45,anual,debito,ninguno,1,0,3,sur,24,0
7,77.3,541.1,0,1,169.46,bianual,transferencia,fibra,1,0,2,centro,27,0
31,61.21,1897.51,0,3,179.79,mensual,debito,fibra,1,0,2,oeste,67,0
43,76.04,3269.72,2,2,127.79,bianual,credito,movil,0,0,4,centro,45,1
40,49.89,1995.6,1,2,50.3,anual,debito,cable,1,0,4,sur,50,1
19,93.02,1767.38,4,2,102.99,bianual,credito,movil,1,0,4,centro,32,0
38,108.85,4136.3,2,0,174.9,mensual,efectivo,fibra,1,1,4,centro,47,0
46,89.35,4110.1,1,2,150.08,anual,debito,movil,0,1,2,norte,55,0
4,95.69,382.76,1,2,146.78,mensual,credito,ninguno,1,0,2,norte,66,0
19,61.26,1163.94,3,1,171.81,anual,efectivo,cable,1,1,1,centro,41,0
48,87.92,4220.16,3,4,168.67,mensual,transferencia,fibra,0,0,2,centro,62,1
5,67.78,338.9,3,0,95.55,bianual,debito,fibra,1,0,2,centro,25,1
22,84.53,1859.66,1,3,106.78,anual,credito,fibra,0,0,3,sur,47,1
39,92.62,3612.18,1,0,175.77,mensual,efectivo,fibra,1,1,4,norte,65,0
34,67.3,2288.2,2,1,43.49,mensual,credito,fibra,1,0,2,centro,43,0
7,117.64,823.48,0,0,151.11,mensual,debito,movil,0,1,4,norte,45,0
44,101.07,4447.08,3,2,109.49,mensual,credito,fibra,1,1,2,centro,60,0
8,89.58,716.64,3,1,80.12,mensual,transferencia,movil,1,0,4,centro,55,0
51,69.91,3565.41,2,1,88.83,mensual,credito,fibra,0,0,4,oeste,42,0
29,81.61,2366.69,1,2,24.19,mensual,transferencia,fibra,1,1,1,sur,54,0
7,53.96,377.72,0,1,104.68,anual,debito,ninguno,0,0,4,oeste,56,0
37,83.07,3073.59,1,5,85.82,bianual,transferencia,fibra,1,1,2,centro,18,0
41,114.42,4691.22,4,3,132.32,mensual,transferencia,ninguno,1,1,4,centro,50,1
